"id_fornecedor","id_rel_residuo","residuo","tipo_residuo","acondicionamento","estado_fisico","tecnologia","classe","categoria"
6410,60217,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6410,60218,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,35931,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-B,Reciclável
6410,35930,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-B,Reciclável
6410,35937,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,60141,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6410,59549,Reciclável Madeira,Madeira,Caçamba Roll On - 26m,Sólido,Reciclagem,II-B,Reciclável
6410,59550,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6410,59554,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6410,59551,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6410,59552,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,36004,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-B,Reciclável
6410,36005,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,36075,Reciclável Papel/Papelão,Papéis,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,36076,Reciclável Plástico,Plásticos,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
6410,36078,Reciclável Metal,Metal Ferroso,Tambor,Sólido,Reciclagem,II-B,Reciclável
6410,36077,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,59562,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6410,59563,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6410,59564,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,59565,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6410,36003,Reciclável Metal,Metal Ferroso,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
6410,36079,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
6410,59549,Reciclável Madeira,Madeira,Caçamba Roll On - 26m,Sólido,Reciclagem,II-B,Reciclável
6410,36002,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
6410,59561,Reciclável Madeira,Madeira,Caçamba fechada de 26m³,Sólido,Reciclagem,II-B,Reciclável
6410,36006,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6410,60196,Reciclável Metal,Metal Ferroso,Granel,Sólido,Reciclagem,II-B,Reciclável
6410,60196,Reciclável Metal,Metal Ferroso,Granel,Sólido,Reciclagem,II-A,Reciclável
6410,61863,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
6410,63393,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6410,61859,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
6410,63503,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6410,60172,Reciclável Madeira,Madeira,Caçamba Roll On - 26m³,Sólido,Reciclagem,II-B,Reciclável
6410,63394,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
3737,36067,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3737,36067,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3737,36069,Reciclável Metal,Metal Ferroso,Tambor,Sólido,Reciclagem,II-B,Reciclável
3737,36069,Reciclável Metal,Metal Ferroso,Tambor,Sólido,Reciclagem,II-B,Reciclável
3737,36070,Reciclável Papel/Papelão,Papéis,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3737,36070,Reciclável Papel/Papelão,Papéis,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3737,36070,Reciclável Papel/Papelão,Papéis,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3737,36071,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36071,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36071,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36071,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36072,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36072,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36072,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,36072,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3737,41144,Reciclável Madeira,Madeira,Baia,Sólido,Biomassa,II-A,Reciclável
3737,36070,Reciclável Papel/Papelão,Papéis,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3737,36069,Reciclável Metal,Metal Ferroso,Tambor,Sólido,Reciclagem,II-B,Reciclável
3737,61663,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3737,130200,Reciclável Outros,Recicláveis,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-A,Reciclável
6126,58121,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58122,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58124,Reciclável Metal,Metal Ferroso,Tambor Metálico,Sólido,Reciclagem,II-B,Reciclável
6126,58125,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6126,58128,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58129,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58130,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58132,Reciclável Metal,Metal Ferroso,Tambor,Sólido,Reciclagem,II-B,Reciclável
6126,58135,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6126,58641,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58642,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6126,58644,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6126,58645,Reciclável Vidro,Vidro,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
35913,133785,Óleo lubrificante,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Reciclável
6270,61837,Perfumaria (líquido),Líquidos Contaminados,Bombona Plástica,Líquido,Blendagem,I,Não Reciclável
6270,133962,Perfumaria / Cosméticos,Sólidos Contaminados,Caixa de Papelão,Sólido,Incineração,I,Não Reciclável
6213,59455,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,60795,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Não Reciclável
6213,61323,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Não Reciclável
6213,72806,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Não Reciclável
6213,77598,Papelão/Papel,Papéis,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
6213,77598,Papelão/Papel,Papéis,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
6213,77600,Plásticos,Plásticos,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
6213,77600,Plásticos,Plásticos,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
6213,77609,Sucata Metálica,Metal,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
6213,77609,Sucata Metálica,Metal,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
6213,77672,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,77673,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,85643,Filtro de óleo,Sólidos Contaminados,Sacos Plásticos,Sólido,Blendagem,I,Não Reciclável
6213,85644,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,85645,Filtro de Ar-condicionado,Sólidos Diversos,Sacos Plásticos,Sólido,Coprocessamento,II-B,Não Reciclável
6213,85646,Estopas,Sólidos Contaminados,Sacos Plásticos,Sólido,Coprocessamento,I,Não Reciclável
6213,88328,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,II-A,Não Reciclável
6213,88328,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Não Reciclável
6213,94773,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,113870,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,121532,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Triagem e Transbordo,I,Não Reciclável
6213,121808,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Blendagem,I,Não Reciclável
6213,122120,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Reciclável
6213,123815,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,88377,Solvente,Líquidos Contaminados,Tambor,Líquido,Reciclagem,I,Reciclável
6213,121808,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Blendagem,I,Não Reciclável
6213,123815,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,132049,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Blendagem,I,Não Reciclável
6213,132049,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Blendagem,I,Não Reciclável
6213,77673,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
6213,133013,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Triagem e Transbordo,I,Não Reciclável
6213,133013,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Não Reciclável
6213,133304,Sólidos Contaminados,Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Não Reciclável
6213,133307,Aerossóis,Sólidos Diversos,Tambor Metálico,Sólido,Coprocessamento,I,Reciclável
6213,133307,Aerossóis,Sólidos Diversos,Tambor Metálico,Sólido,Despressurização,I,Reciclável
6213,133307,Aerossóis,Sólidos Diversos,Tambor Metálico,Sólido,Coprocessamento,I,Reciclável
6213,133536,Sólidos Contaminados,Sólidos Contaminados,Caçamba Poli - 7m³,Sólido,Coprocessamento,I,Não Reciclável
6213,133536,Sólidos Contaminados,Sólidos Contaminados,Caçamba Poli - 7m³,Sólido,Coprocessamento,I,Não Reciclável
35930,133498,Não Recicláveis,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Aterro Comum,II-A,Não Reciclável
35654,55268,Produto Químico Vencido,Líquidos Contaminados,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
35654,55268,Produto Químico Vencido,Líquidos Contaminados,Bombona Plástica,Líquido,Coprocessamento,I,Reciclável
35654,55268,Produto Químico Vencido,Líquidos Contaminados,Bombona Plástica,Líquido,Coprocessamento,I,Não Reciclável
35951,122823,Entulho,Sólidos Diversos,Sacos Plásticos,Sólido,Aterro Comum,II-A,Não Reciclável
7520,69520,Sanitário,Lixo Comum,Caixa Metalica 1m³,Sólido,Aterro Sanitário,II-A,Não Reciclável
7520,34173,Orgânico,Resíduo Industrial,Sacos Plásticos,Sólido,Aterro Industrial,II-B,Não Reciclável
7520,34173,Orgânico,Resíduo Industrial,Sacos Plásticos,Sólido,Compostagem,II-B,Não Reciclável
3473,33759,Efluente industrial,Resíduo Industrial,Granel,Líquido,Tratamento de Efluentes - ETE,II-A,Não Reciclável
3473,33764,Caixa de Gordura,Resíduo Industrial,Granel,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,33766,Fossa,Resíduo Industrial,Granel,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,34135,Lâmpada,Resíduo Industrial,Tambor,Sólido,Descaracterização,I,Não Reciclável
3473,34142,Óleo Lubrificante,Resíduo Industrial,Bombona Plástica,Líquido,Rerrefino,II-B,Não Reciclável
3473,34171,Matéria-prima,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3473,34172,Óleo Lubrificante,Resíduo Industrial,Bombona Plástica,Líquido,Rerrefino,II-B,Não Reciclável
3473,34185,Análise química,Resíduo Industrial,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
3473,34208,Medicamentos Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3473,34209,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3473,33764,Caixa de Gordura,Resíduo Industrial,Granel,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,33759,Efluente industrial,Resíduo Industrial,Granel,Líquido,Tratamento de Efluentes - ETE,II-A,Não Reciclável
3473,33766,Fossa,Resíduo Industrial,Granel,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,65006,Resíduos de efluentes industriais,Resíduo Industrial,IBC,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,113918,Lavagem de Máquinas e Equipamentos,Líquidos Contaminados,Granel,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,114733,Água de lavagem,Resíduo Industrial,Tambor,Líquido,Tratamento de Efluentes - ETE,II-A,Não Reciclável
3473,114734,Água de lavagem,Resíduo Industrial,Tanque,Líquido,Tratamento de Efluentes - ETE,II-A,Não Reciclável
3473,114735,Efluente Sanitário,Resíduo Industrial,Tambor,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
3473,114736,Caixa de Gordura,Resíduo Industrial,Tambor,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
863,17820,Caixa de Gordura,Líquidos Diversos,"36",Líquido,Tratamento Biológico,II-A,Reciclável
863,17821,Fossa Séptica,Líquidos Diversos,Tanque,Líquido,Tratamento Biológico,I,Reciclável
863,18021,teste,Lixo Comum,Big-Bags,Sólido,Armazenamento Temporário,II-A,Reciclável
29593,34179,Papel,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
29593,113906,Bulas e cartuchos,Papéis,Caçamba fechada de 26m³,Sólido,Reciclagem,II-A,Reciclável
29593,113939,Laminado,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
29593,113939,Laminado,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Coprocessamento,II-A,Não Reciclável
29593,34180,Papelão,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
29593,34180,Papelão,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
29593,34178,Plástico,Plásticos,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
29593,69644,Podas,Jardinagem,CaÃ§amba Roll On,Sólido,Aterro Sanitário,II-A,Não Reciclável
500,29159,Lixo Comum,Lixo Comum,Caçamba Poli - 7m³,Sólido,Aterro Comum,II-A,Não Reciclável
500,29168,Rejeitos de construção civil,Construção Civil,Caçamba Poli - 7m³,Sólido,Aterro Industrial,II-A,Não Reciclável
500,29169,Rejeitos de construção civil - S,Construção Civil,"5",Sólido,Aterro Comum,II-A,Não Reciclável
500,29159,Lixo Comum,Lixo Comum,Caçamba Poli - 7m³,Sólido,Aterro Comum,II-A,Não Reciclável
500,29168,Rejeitos de construção civil,Construção Civil,Caçamba Poli - 7m³,Sólido,Aterro Industrial,II-A,Não Reciclável
500,29168,Rejeitos de construção civil,Construção Civil,Caçamba Poli - 7m³,Sólido,Aterro Industrial,II-A,Não Reciclável
500,34171,Matéria-prima,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
500,34208,Medicamentos Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
500,34209,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
500,38044,Mix de efluentes da fabricação de aditivos (P),Líquidos Diversos,"36",Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
500,29285,Roupas e Uniformes Usados,Resíduo Têxtil,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
500,34169,Entulho,Construção Civil,Granel,Sólido,Aterro Industrial,II-A,Não Reciclável
500,34183,Mix Contaminados,Resíduo Industrial,Big-Bags,Sólido,Coprocessamento,I,Não Reciclável
3471,33841,Resíduo destilação,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3471,33842,Solventes contaminados,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3471,33843,Solventes obsoletos,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3471,34137,Metal,Metal Ferroso,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
3471,34162,Solventes recuperados,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3471,34163,Resíduo destilação,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3471,34162,Solventes recuperados,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3471,34163,Resíduo destilação,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
214,19410,Oleo Contaminado,Líquidos Contaminados,Tambor,Sólido,Rerrefino,I,Reciclável
214,20313,Óleo Lubrificante usado e/ou contaminado,Líquidos Contaminados,Tanque,Líquido,Rerrefino,I,Reciclavel
214,21839,GB-37 Resíduo: Óleo lubrificante - América do Sul,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,22057,GB 37 Resíduo: Óleo lubrificante - América do Sul,Resíduo Industrial,Tambor,Líquido,Recuperação,I,Reciclável
214,22057,GB 37 Resíduo: Óleo lubrificante - América do Sul,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,22138,Óleo Lubrificante - Am Sul,Líquidos Contaminados,Tanque,Líquido,Rerrefino,I,Não Reciclável
214,22295,Resíduo: Óleo lubrificante - AM,Líquidos Diversos,Tambor,Líquido,Rerrefino,I,Reciclável
214,22324,Resíduo: Óleo Lubrificante - América do Sul,Líquidos Contaminados,Tanque,Líquido,Rerrefino,I,Reciclável
214,23102,ÓLEOS LUBRIFICANTES,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
214,23803,Óleo Lubrificante Usado,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,24673,Óleo Lubrificante - Am Sul,Líquidos Contaminados,Bombona Plástica,Líquido,Rerrefino,I,Não Reciclável
214,24874,Óleo Lubrificante Usado,Líquidos Contaminados,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
214,25147,Óleo Mineral,Líquidos Contaminados,IBC,Líquido,Rerrefino,I,Reciclável
214,25148,Óleo Mineral,Líquidos Contaminados,IBC,Líquido,Rerrefino,I,Reciclável
214,25552,Óleo mineral  ,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Reciclável
214,23298,Resíduo: Óleo lubrificante – Am Sul ,Líquidos Contaminados,Tanque,Líquido,Rerrefino,I,Reciclável
214,27120,RESÍDUOS DE OLEO LUBRIFICANTE,PERIGOSO,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
214,25148,Óleo Mineral,Líquidos Contaminados,IBC,Líquido,Rerrefino,I,Reciclável
214,27959,Óleo ,Líquidos Contaminados,Coletor Plástico ,Líquido,Reciclagem,I,Reciclável
214,28105,Óleo Lubrificante usado,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,28233,Óleo Lubrificante usado,Resíduo Industrial,Tanque,Líquido,Rerrefino,I,Reciclável
214,28105,Óleo Lubrificante usado,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,28257,Papel,Papéis,,Sólido,Reciclagem,II-A,Reciclável
214,28257,Papel,Papéis,,Sólido,Reciclagem,II-A,Reciclável
214,28229,Orgânico ,Orgânico,Caçamba Poli - 5m,Sólido,Aterro Comum,II-A,Não Reciclável
214,28225,Orgânico ,Orgânico,,Sólido,Aterro Comum,II-A,Não Reciclável
214,29401,Perfume,Plásticos,Big-Bags,Sólido,Aterro Industrial,II-B,Reciclável
214,30566,Orgânico ,Orgânico,Barrica de Papelão,Sólido,Aterro Comum,II-A,Não Reciclável
214,30567,Orgânico ,Orgânico,Caçamba Poli - 5m,Sólido,Aterro Comum,II-A,Não Reciclável
214,30566,Orgânico ,Orgânico,Barrica de Papelão,Sólido,Aterro Comum,II-A,Não Reciclável
214,30567,Orgânico ,Orgânico,Caçamba Poli - 5m,Sólido,Aterro Comum,II-A,Não Reciclável
214,30566,Orgânico ,Orgânico,Barrica de Papelão,Sólido,Aterro Comum,II-A,Não Reciclável
214,30567,Orgânico ,Orgânico,Caçamba Poli - 5m,Sólido,Aterro Comum,II-A,Não Reciclável
214,30801,Cacos,Vidro,Baia,Sólido,Descaracterização,II-A,Reciclável
214,30822,Bloco de vedação,Construção Civil,Caçamba Roll On - 40m³,Sólido,Aterro Comum,A,Reciclável
214,30823,Cacos de vidro limpo,Vidro,Baia,Sólido,Aterro Comum,I,Reciclável
214,19410,Oleo Contaminado,Líquidos Contaminados,Tambor,Sólido,Rerrefino,I,Reciclável
214,32767,Óleo,Recicláveis,Tambor,Líquido,Rerrefino,I,Reciclável
214,33114,Cacos,Vidro,Baia,Sólido,Descaracterização,II-A,Reciclável
214,30801,Cacos,Vidro,Baia,Sólido,Descaracterização,II-A,Reciclável
214,33489,Óleo Lubrificante,Líquidos Diversos,Tambor,Líquido,Rerrefino,I,Reciclável
214,33692,Óleo Isolante Mineral Usado,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,33697,Óleo lubrificante usado contaminado,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
214,33817,Óleo Isolante Mineral Usado,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
214,33825,Óleo lubrificante usado contaminado,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
214,33897,ÓLEO USADO,Líquidos Contaminados,Tanque,Líquido,Rerrefino,I,Reciclável
214,33965,Óleos lubrificantes ,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Reciclável
214,34647,Fibras usadas contaminadas,Construção Civil,Barrica de Papelão,Líquido,Armazenamento Temporário,II-B,Reciclável
214,34648,Fibras usadas contaminadas,Construção Civil,Barrica de Papelão,Líquido,Armazenamento Temporário,II-B,Reciclável
214,34172,Óleo Lubrificante,Resíduo Industrial,Bombona Plástica,Líquido,Rerrefino,II-B,Não Reciclável
214,35811,Óleo lubrificante usado,Líquidos Contaminados,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
214,36414,Metacrilato,Construção Civil,Baia,Sólido,Aterro Comum,I,Reciclável
214,33697,Óleo lubrificante usado contaminado,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
214,33692,Óleo Isolante Mineral Usado,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,35896,RESÍDUOS DE OLEO LUBRIFICANTE,PERIGOSO,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
214,32818,Óleo lubrificante,Líquidos Contaminados,"3",Líquido,Rerrefino,I,Não Reciclável
214,33692,Óleo Isolante Mineral Usado,Resíduo Industrial,Tambor,Líquido,Rerrefino,I,Reciclável
214,56867,Resíduos Portaria 344,Resíduo Industrial,Sacos Plásticos,Sólido,Incineração,II-A,Não Reciclável
214,33114,Cacos,Vidro,Baia,Sólido,Descaracterização,II-A,Reciclável
29763,114433,Tambores e embalagens plásticas contaminadas,Sólidos Contaminados,Granel,Sólido,Reciclagem,I,Reciclável
29763,114434,Tambores e embalagens metálicas contaminadas,Tipo de Resíduo,Granel,Sólido,Reciclagem,I,Reciclável
3468,33722,IFA's Sólidos,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,33723,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,33724,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Tratamento Térmico,I,Não Reciclável
3468,33725,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Líquido,Tratamento Térmico,I,Não Reciclável
3468,33726,Cosmético Sólido,Resíduo Industrial,Barrica de Papelão,Sólido,Coprocessamento,I,Não Reciclável
3468,33727,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33728,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33731,Cosmético Líquido,Resíduo Industrial,Bombona Plástica,Líquido,Coprocessamento,I,Não Reciclável
3468,33729,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33730,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33732,Cosmético Líquido,Resíduo Industrial,Barrica de Papelão,Líquido,Coprocessamento,I,Não Reciclável
3468,33847,IFA's Sólidos,Resíduo Industrial,Caixa,Sólido,Incineração,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,33849,Matéria-prima sólida,Resíduo Industrial,Caixa,Sólido,Coprocessamento,I,Não Reciclável
3468,33850,Matéria-prima líquida,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,34140,Medicamentos Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,34141,IFA's Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3468,34215,Medicamentos Líquidos,Resíduo Industrial,Bombona Plástica,Líquido,Tratamento Térmico,I,Não Reciclável
3468,34216,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34218,Medicamentos Líquidos Cont. Port. 344,Resíduo Industrial,Barrica de Papelão,Líquido,Tratamento Térmico,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,34141,IFA's Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
